date,state,district,market,current_price,forecast_7d,forecast_15d,forecast_30d,expected_change_percent,rolling_volatility,spike_score,warning_level,warning_reason
2024-01-24,Punjab,Ludhiana,Ludhiana Mandi,2964.566812580729,3114.566812580729,3124.566812580729,3134.566812580729,5.059761155101823,0.003278027583962181,-1.6675714242381945,WARNING,7D Forecast increase (+5.1%) exceeds warning limit (+3.0%)
2024-01-25,Punjab,Ludhiana,Ludhiana Mandi,2959.122985335477,3109.122985335477,3119.122985335477,3129.122985335477,5.06906947576545,0.0032161620664836067,-1.7163628474621588,WARNING,7D Forecast increase (+5.1%) exceeds warning limit (+3.0%)
2024-01-26,Punjab,Ludhiana,Ludhiana Mandi,2960.232211232576,3110.232211232576,3120.232211232576,3130.232211232576,5.067170049390932,0.0031549224741963342,-1.5595386554575998,WARNING,7D Forecast increase (+5.1%) exceeds warning limit (+3.0%)
2024-01-27,Punjab,Ludhiana,Ludhiana Mandi,2948.7222754583527,3098.7222754583527,3108.7222754583527,3118.7222754583527,5.086949057509454,0.003157928655111079,-1.7986109617372479,WARNING,7D Forecast increase (+5.1%) exceeds warning limit (+3.0%)
2024-01-28,Punjab,Ludhiana,Ludhiana Mandi,2952.4792556418097,3102.4792556418097,3112.4792556418097,3122.4792556418097,5.080476000411154,0.0031203327287452113,-1.5650899692452622,WARNING,7D Forecast increase (+5.1%) exceeds warning limit (+3.0%)
2024-01-29,Punjab,Ludhiana,Ludhiana Mandi,2946.4728687426214,3096.4728687426214,3106.4728687426214,3116.4728687426214,5.0908325541110795,0.003073196007204763,-1.6413392766681738,WARNING,7D Forecast increase (+5.1%) exceeds warning limit (+3.0%)
2024-01-30,Punjab,Ludhiana,Ludhiana Mandi,2943.555931244689,3093.555931244689,3103.555931244689,3113.555931244689,5.095877350513675,0.0030183080404397305,-1.6223763667914353,WARNING,7D Forecast increase (+5.1%) exceeds warning limit (+3.0%)
2024-01-31,Punjab,Ludhiana,Ludhiana Mandi,2937.538865122395,3087.538865122395,3097.538865122395,3107.538865122395,5.106315418698303,0.002975837064535235,-1.6514701751423984,WARNING,7D Forecast increase (+5.1%) exceeds warning limit (+3.0%)
2024-02-01,Punjab,Ludhiana,Ludhiana Mandi,2956.061646967484,3106.061646967484,3116.061646967484,3126.061646967484,5.07431907429534,0.0032430795671621847,-1.052491773409748,WARNING,7D Forecast increase (+5.1%) exceeds warning limit (+3.0%)
2024-02-02,Punjab,Ludhiana,Ludhiana Mandi,2955.926674720105,3105.926674720105,3115.926674720105,3125.926674720105,5.074550775661693,0.0032049614121835903,-0.9915143700869966,WARNING,7D Forecast increase (+5.1%) exceeds warning limit (+3.0%)
2024-02-03,Punjab,Ludhiana,Ludhiana Mandi,2945.3495654305457,3095.3495654305457,3105.3495654305457,3115.3495654305457,5.09277410601934,0.003063886818659472,-1.1994516584903685,WARNING,7D Forecast increase (+5.1%) exceeds warning limit (+3.0%)
2024-02-04,Punjab,Ludhiana,Ludhiana Mandi,2953.5750145515776,3103.5750145515776,3113.5750145515776,3123.5750145515776,5.078591173780414,0.003136785087897428,-0.9098856837336177,WARNING,7D Forecast increase (+5.1%) exceeds warning limit (+3.0%)
2024-02-05,Punjab,Ludhiana,Ludhiana Mandi,2941.3665780518677,3091.3665780518677,3101.3665780518677,3111.3665780518677,5.099670374963883,0.0031963752794464118,-1.163654066140292,WARNING,7D Forecast increase (+5.1%) exceeds warning limit (+3.0%)
2024-02-06,Punjab,Ludhiana,Ludhiana Mandi,2943.455214001915,3093.455214001915,3103.455214001915,3113.455214001915,5.0960517179420695,0.002998960102161706,-1.0408436565460208,WARNING,7D Forecast increase (+5.1%) exceeds warning limit (+3.0%)
2024-02-07,Punjab,Ludhiana,Ludhiana Mandi,2923.8585127631172,3073.8585127631172,3083.8585127631172,3093.8585127631172,5.13020720206623,0.0030905684181493013,-1.5003600724220012,WARNING,7D Forecast increase (+5.1%) exceeds warning limit (+3.0%)
2024-02-08,Punjab,Ludhiana,Ludhiana Mandi,2910.576652274133,3060.576652274133,3070.576652274133,3080.576652274133,5.1536179225103,0.003145477587990892,-1.7571039407416562,WARNING,7D Forecast increase (+5.2%) exceeds warning limit (+3.0%)
2024-02-09,Punjab,Ludhiana,Ludhiana Mandi,2912.545264632824,3062.545264632824,3072.545264632824,3082.545264632824,5.15013455143366,0.0031126490592540785,-1.6269616860499283,WARNING,7D Forecast increase (+5.2%) exceeds warning limit (+3.0%)
2024-02-10,Punjab,Ludhiana,Ludhiana Mandi,2919.9299304327783,3069.9299304327783,3079.9299304327783,3089.9299304327783,5.13710957364541,0.0031975106524853654,-1.3627075073681503,WARNING,7D Forecast increase (+5.1%) exceeds warning limit (+3.0%)
2024-02-11,Punjab,Ludhiana,Ludhiana Mandi,2921.643613244678,3071.643613244678,3081.643613244678,3091.643613244678,5.134096414771654,0.0032164535142606065,-1.2732486619657222,WARNING,7D Forecast increase (+5.1%) exceeds warning limit (+3.0%)
2024-02-12,Punjab,Ludhiana,Ludhiana Mandi,2920.4871304207954,3070.4871304207954,3080.4871304207954,3090.4871304207954,5.136129464072913,0.003197351272492221,-1.3084725354238373,WARNING,7D Forecast increase (+5.1%) exceeds warning limit (+3.0%)
2024-02-13,Punjab,Ludhiana,Ludhiana Mandi,2917.4760934649025,3067.4760934649025,3077.4760934649025,3087.4760934649025,5.141430304638913,0.0030553824206522606,-1.384421551604925,WARNING,7D Forecast increase (+5.1%) exceeds warning limit (+3.0%)
2024-02-14,Punjab,Ludhiana,Ludhiana Mandi,2902.6908735612283,3052.6908735612283,3062.6908735612283,3072.6908735612283,5.167618824527784,0.0030240949722867513,-1.839446705075108,WARNING,7D Forecast increase (+5.2%) exceeds warning limit (+3.0%)
2024-02-15,Punjab,Ludhiana,Ludhiana Mandi,2895.4924314772816,3045.4924314772816,3055.4924314772816,3065.4924314772816,5.180465967354297,0.0030313846667301206,-1.9660180038905548,WARNING,7D Forecast increase (+5.2%) exceeds warning limit (+3.0%)
2024-02-16,Punjab,Ludhiana,Ludhiana Mandi,2890.8860437676835,3040.8860437676835,3050.8860437676835,3060.8860437676835,5.188720611224974,0.003003073633971028,-1.9610149456336659,WARNING,7D Forecast increase (+5.2%) exceeds warning limit (+3.0%)
2024-02-17,Punjab,Ludhiana,Ludhiana Mandi,2901.4572660298727,3051.4572660298727,3061.4572660298727,3071.4572660298727,5.169815932021232,0.0031025911053572564,-1.4772431094580312,WARNING,7D Forecast increase (+5.2%) exceeds warning limit (+3.0%)
2024-02-18,Punjab,Ludhiana,Ludhiana Mandi,2904.893448925557,3054.893448925557,3064.893448925557,3074.893448925557,5.163700584456239,0.0031020228366906446,-1.2673864680042497,WARNING,7D Forecast increase (+5.2%) exceeds warning limit (+3.0%)
2024-02-19,Punjab,Ludhiana,Ludhiana Mandi,2887.26304737193,3037.26304737193,3047.26304737193,3057.26304737193,5.19523152338109,0.0031683886409732353,-1.776177858620237,WARNING,7D Forecast increase (+5.2%) exceeds warning limit (+3.0%)
2024-02-20,Punjab,Ludhiana,Ludhiana Mandi,2890.5038870658777,3040.5038870658777,3050.5038870658777,3060.5038870658777,5.189406617690576,0.002998185474524076,-1.5567799091393808,WARNING,7D Forecast increase (+5.2%) exceeds warning limit (+3.0%)
2024-02-21,Punjab,Ludhiana,Ludhiana Mandi,2886.653064261715,3036.653064261715,3046.653064261715,3056.653064261715,5.196329335765319,0.0029983131882365907,-1.5991011493557268,WARNING,7D Forecast increase (+5.2%) exceeds warning limit (+3.0%)
2024-02-22,Punjab,Ludhiana,Ludhiana Mandi,2879.8838442586552,3029.8838442586552,3039.8838442586552,3049.8838442586552,5.208543403548738,0.0029977549250336365,-1.7457540564758458,WARNING,7D Forecast increase (+5.2%) exceeds warning limit (+3.0%)
2024-02-23,Punjab,Ludhiana,Ludhiana Mandi,2886.000607147064,3036.000607147064,3046.000607147064,3056.000607147064,5.197504104071602,0.0029719230122461416,-1.418065373179281,WARNING,7D Forecast increase (+5.2%) exceeds warning limit (+3.0%)
2024-02-24,Punjab,Ludhiana,Ludhiana Mandi,2896.3106023720234,3046.3106023720234,3056.3106023720234,3066.3106023720234,5.179002551630783,0.003074852853720206,-0.9622567987232784,WARNING,7D Forecast increase (+5.2%) exceeds warning limit (+3.0%)
2024-02-25,Punjab,Ludhiana,Ludhiana Mandi,2905.623403563185,3055.623403563185,3065.623403563185,3075.623403563185,5.162403352618031,0.0031521845943124306,-0.5505060253449319,WARNING,7D Forecast increase (+5.2%) exceeds warning limit (+3.0%)
2024-02-26,Punjab,Ludhiana,Ludhiana Mandi,2897.231228330959,3047.231228330959,3057.231228330959,3067.231228330959,5.177356868627024,0.003121525280950826,-0.830376122313143,WARNING,7D Forecast increase (+5.2%) exceeds warning limit (+3.0%)
2024-02-27,Punjab,Ludhiana,Ludhiana Mandi,2894.1391045724467,3044.1391045724467,3054.1391045724467,3064.1391045724467,5.182888402392794,0.0031027227677081766,-0.8976359675107348,WARNING,7D Forecast increase (+5.2%) exceeds warning limit (+3.0%)
2024-02-28,Punjab,Ludhiana,Ludhiana Mandi,2897.4517388864824,3047.4517388864824,3057.4517388864824,3067.4517388864824,5.176962845898734,0.0031084591505004624,-0.7060584259245527,WARNING,7D Forecast increase (+5.2%) exceeds warning limit (+3.0%)
2024-02-29,Punjab,Ludhiana,Ludhiana Mandi,2907.207190157706,3057.207190157706,3067.207190157706,3077.207190157706,5.15959098160675,0.0031881639496630404,-0.2447645702606094,WARNING,7D Forecast increase (+5.2%) exceeds warning limit (+3.0%)
2024-03-01,Punjab,Ludhiana,Ludhiana Mandi,2902.415447779253,3052.415447779253,3062.415447779253,3072.415447779253,5.168109207617766,0.003181976103932577,-0.4112645569817674,WARNING,7D Forecast increase (+5.2%) exceeds warning limit (+3.0%)
